# NaN -110
# X, Y, HEADING, ac:7f:3e:eb:3e:4d, 4c:9e:ff:71:17:34, 14:60:80:6b:39:23, 4c:9e:ff:71:17:33, c2:9f:db:67:73:50, c2:9f:db:67:74:84, 06:27:22:ef:a4:61, 6e:9e:ff:71:17:34, 6e:9e:ff:71:17:33, 5e:9e:ff:71:17:34, 92:b2:dc:6e:c1:b8, c2:9f:db:8d:99:44, 5e:9e:ff:71:17:33, 92:b2:dc:6e:c1:b9, c8:3a:35:1b:93:68, a2:b2:dc:6e:c1:b8, a2:b2:dc:6e:c1:b9, c2:9f:db:f7:42:b2, b0:00:b4:7f:b1:ef, c2:9f:db:8d:99:48, c2:9f:db:f7:3e:d7, b0:b2:dc:6e:c1:b9, 24:de:c6:95:43:63, 00:90:d0:da:d4:39, 82:b2:dc:6e:c1:b9, ec:8a:4c:93:15:74, 4e:9e:ff:71:15:2d, c2:9f:db:b1:b0:72, c0:25:06:e7:28:a6, c2:9f:db:b1:b0:cd, c2:9f:db:f7:3e:c7, 5e:9e:ff:71:15:2d, 5e:9e:ff:71:15:2c, 4c:9e:ff:71:15:2c, 88:1f:a1:45:13:49, c2:9f:db:f7:41:6a, 6e:9e:ff:71:15:2c, 6e:9e:ff:71:15:2d, 06:27:22:ef:a3:8d, 6c:c2:17:dd:e9:80, 88:1f:a1:45:1e:ff, dc:9f:db:b2:b0:72, c2:9f:db:8d:99:4a, c2:9f:db:f7:3e:fc, dc:9f:db:b2:b0:eb, 04:18:d6:91:f6:70, c2:9f:db:f7:3e:fe, 50:9f:db:b1:96:0c, 6c:c2:17:dd:f9:00, ac:7f:3e:ea:f5:3d, 00:24:17:21:25:69, 24:a4:3c:04:38:ea, c0:25:06:e7:28:a5, 4e:9e:ff:71:17:34, c2:9f:db:b1:b0:eb, c2:9f:db:8d:99:58, c2:9f:db:8d:99:5e, 26:0a:11:0a:f3:35, c2:9f:db:8d:99:4c, c2:9f:db:8d:99:3b, c2:9f:db:8d:99:52, 10:7b:ef:d3:f5:dc, 4a:d9:e7:47:01:fc, c2:9f:db:67:75:07, 02:7b:ef:d3:f5:dc, 94:a7:b7:29:c7:70, 12:7b:ef:d3:f5:dc, 00:24:17:41:56:6a, c2:9f:db:8d:99:45, b0:00:b4:7f:b1:e0, 4e:9e:ff:71:17:33, cc:7b:35:2a:4a:21, 28:10:7b:f2:8f:42, 88:1f:a1:44:3c:09, 4c:9e:ff:71:15:2d, 00:24:17:32:ea:d9, 08:96:d7:88:1f:b7, 58:6d:8f:82:a6:de, 0a:18:d6:91:f8:d8, 02:18:1a:d8:a1:90, 00:90:d0:4a:6e:37, f8:1a:67:eb:da:73, 06:18:d6:91:f6:71, c2:9f:db:95:c2:a8, 00:14:7f:1e:e7:17, f4:7f:35:85:95:70, c2:9f:db:95:c2:ab, dc:9f:db:b2:b0:cd, c0:8a:de:1e:6a:a8, 04:bd:88:a8:fa:52, 04:bd:88:a9:dd:f2, 04:bd:88:a8:fa:51, 04:bd:88:a9:dd:f3, 04:bd:88:a9:08:33, 04:bd:88:a8:fa:53, 04:bd:88:a9:dd:f0, 04:bd:88:a9:dd:f1, 04:bd:88:a9:08:32, 04:bd:88:a9:08:31, 0a:18:d6:93:01:53, 04:bd:88:a9:08:30, 04:bd:88:a9:dd:40, 04:bd:88:a9:dd:41, 34:64:a9:63:9f:0f, 04:bd:88:a8:fa:50, 00:21:96:38:62:11, 00:21:96:38:62:10, 04:bd:88:a9:dc:f1, 88:1f:a1:43:9a:a5, 04:bd:88:a9:dc:f2, 04:bd:88:a9:dc:f3, 88:1f:a1:43:9a:a4, 04:bd:88:a9:dc:f0, 04:bd:88:a8:f1:32, 04:bd:88:a8:f1:31, 04:bd:88:a8:f1:30, 6c:c2:17:21:78:ae, 04:bd:88:a8:f1:33, 04:bd:88:a8:c8:71, 04:bd:88:a8:c8:72, 04:bd:88:a8:c8:73, 04:bd:88:a8:c8:70, b4:b5:2f:15:9a:e0, 04:bd:88:a8:f2:33, 04:bd:88:a8:f2:32, 04:bd:88:a8:f2:31, 04:bd:88:a8:f2:30, 02:26:06:aa:53:a5, 00:14:7f:c7:17:35, 08:10:76:11:84:8f, 6c:fa:89:17:f5:90, 6c:fa:89:17:f5:91, 38:46:08:d5:ef:8b, 4a:d9:e7:45:ed:77, 94:a7:b7:2a:5a:e1, 94:a7:b7:29:c6:bc, 04:bd:88:a9:dd:53, 02:20:b0:78:fd:73, 82:b2:dc:6e:c1:b8, 0a:18:d6:9d:27:6e, 2c:95:7f:46:3f:51, 54:be:53:8a:c4:e2, 24:a4:3c:04:37:8b, 4e:9e:ff:71:15:2c, c8:3a:35:2f:f3:d8, 04:bd:88:a8:c8:60, 04:bd:88:a8:c8:61, 88:1f:a1:44:3c:08, 04:bd:88:a9:dd:51, 04:bd:88:a9:dd:50, 04:bd:88:a8:f3:f1, 88:1f:a1:45:13:48, ac:7f:3e:eb:3e:4c, 02:27:b7:8e:03:8a, 00:24:a8:ba:9b:90, 90:94:e4:cd:5f:76, c2:9f:db:8d:99:65, 00:14:7f:1e:ec:fd, 82:56:f2:c3:70:67, 02:7b:ef:d3:f2:8e, 32:7b:ef:d3:f2:8d, 90:48:9a:02:3f:85, 32:7b:ef:d3:f5:db, 10:7b:ef:d3:f5:db, 22:7b:ef:d3:f5:db, 22:7b:ef:d3:f5:dc, 10:7b:ef:d3:f2:8e, 10:7b:ef:d3:f2:8d, c8:be:19:0a:b5:38, 22:7b:ef:d3:f2:8e, 22:7b:ef:d3:f2:8d, 00:14:7f:18:e5:21, 08:76:ff:bd:90:25, 12:7b:ef:d3:f5:db, 12:7b:ef:d3:f2:8e, 12:7b:ef:d3:f2:8d, 00:18:0a:d8:a1:90, 08:76:ff:c5:e3:a9, 24:de:c6:95:43:62, b8:a3:86:5e:dd:ea, 08:76:ff:bd:a4:e1, 2a:28:5d:3b:19:3c, 02:29:49:fd:95:f8, 7a:24:af:b7:fb:c8, 04:bd:88:a9:dd:52, 4a:d9:e7:45:ed:79, 08:76:ff:15:ec:77, 00:24:17:31:ac:95, a8:a6:68:db:d7:f3, 04:bd:88:a9:08:21, ec:8a:4c:92:e3:74, 6c:c2:17:21:78:af, b0:b2:dc:6e:c1:b8, 36:23:87:d4:15:f1, 00:22:6b:7c:33:70, 00:21:96:0b:20:1c, 00:21:96:0b:20:1d, 3e:77:e6:88:32:60, 6c:19:8f:e8:d6:5a, 02:71:cc:4d:aa:c6, 00:1c:df:b7:a6:8b, 00:90:d0:e6:24:db, f2:79:59:28:2f:a2, 2a:28:5d:3a:fc:c4, c8:3a:35:45:56:c0, 00:90:4c:91:00:01, 66:56:8a:97:54:bf, c2:9f:db:8d:99:ed, 34:81:c4:a9:90:22, 00:24:c4:1a:a5:e0, 02:27:e7:55:1a:3f, 00:22:3f:4b:35:18, fc:15:b4:3d:66:f1, 04:bd:88:a8:f3:f0, 04:bd:88:a8:f3:f2, 04:bd:88:a8:f3:f3, 00:16:3e:11:97:98, 00:14:7f:b4:e5:83, c8:0e:14:62:fb:ab, c0:11:73:b6:67:87, 04:bd:88:a8:f2:22, 04:bd:88:a8:f2:21, 24:de:c6:95:43:66, 24:de:c6:95:43:65, 24:de:c6:95:43:64, 0e:18:d6:9d:27:6e, 4a:d9:e7:45:ee:ce, 04:bd:88:a9:08:20, c8:b3:73:5c:81:dd, 34:af:2c:96:b6:22, a6:8e:0c:f0:d7:a6, 04:bd:88:a9:dd:e1, e4:8d:8c:7a:fd:19, ac:64:62:81:79:e4, 04:bd:88:a8:c8:62, ac:64:62:81:61:70
35.13017529529814, 33.37094842135925, 90, -86, -110, -110, -110, -110, -110, -80, -88, -110, -87, -110, -70, -110, -110, -110, -110, -110, -74, -110, -110, -58, -110, -110, -110, -110, -110, -110, -83, -89, -79, -84, -82, -75, -110, -110, -65, -77, -82, -86, -110, -87, -110, -61, -63, -76, -110, -110, -86, -110, -86, -64, -69, -110, -88, -89, -64, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -82, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110
35.13014250659924, 33.371164383260336, 90, -90, -110, -79, -110, -110, -110, -85, -81, -110, -80, -110, -62, -110, -85, -110, -110, -87, -70, -82, -110, -63, -110, -110, -84, -110, -70, -110, -88, -81, -85, -61, -84, -110, -110, -110, -110, -110, -87, -91, -110, -91, -110, -110, -68, -110, -110, -62, -92, -110, -85, -110, -110, -110, -110, -110, -62, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -89, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -76, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110
35.130374445180685, 33.37082080390159, 180, -74, -110, -110, -110, -110, -110, -80, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -66, -110, -110, -110, -110, -110, -68, -83, -85, -67, -57, -68, -65, -110, -110, -110, -64, -68, -85, -110, -85, -78, -110, -50, -110, -110, -110, -84, -77, -88, -110, -110, -110, -110, -87, -72, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -75, -69, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -91, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -79, -70, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110
35.129996630922044, 33.37141251157131, 180, -87, -110, -60, -110, -57, -63, -110, -77, -64, -75, -110, -56, -65, -78, -110, -110, -78, -65, -78, -61, -57, -76, -110, -76, -110, -58, -110, -110, -110, -80, -56, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -45, -110, -110, -86, -110, -110, -110, -75, -110, -52, -110, -110, -110, -110, -75, -110, -110, -71, -110, -110, -110, -110, -110, -110, -72, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -54, -56, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -83, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110
35.130122003572104, 33.371832411727326, 90, -110, -110, -75, -110, -110, -110, -110, -90, -110, -90, -110, -73, -110, -110, -110, -110, -110, -85, -79, -68, -110, -110, -110, -110, -110, -69, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -89, -110, -110, -69, -110, -62, -59, -71, -110, -110, -72, -110, -110, -110, -110, -54, -110, -110, -110, -110, -110, -110, -110, -110, -110, -74, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110
35.130025347278234, 33.3719360500403, 90, -110, -110, -80, -110, -110, -76, -110, -110, -110, -110, -110, -74, -110, -110, -110, -110, -110, -110, -88, -72, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -82, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -62, -110, -61, -51, -75, -110, -110, -88, -110, -110, -110, -110, -61, -81, -110, -110, -110, -110, -110, -110, -110, -110, -74, -88, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110
35.13023575946851, 33.37205730378628, 90, -110, -110, -110, -110, -110, -89, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -102.7, -96.7, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -84, -110, -73.7, -78, -85.3, -110, -110, -85.3, -110, -110, -110, -110, -110, -110, -110, -110, -90, -110, -110, -110, -110, -110, -87.3, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110
35.13023006432804, 33.37114803142482, 180, -88, -78, -70, -71, -110, -110, -85, -78, -72, -78, -85, -64, -74, -81, -110, -75, -82, -73, -82, -74, -69, -82, -110, -78, -81, -68, -110, -85, -87, -85, -63, -89, -110, -110, -110, -110, -110, -88, -89, -110, -110, -110, -110, -110, -110, -110, -47, -110, -110, -110, -110, -110, -110, -79, -110, -74, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -71, -110, -81, -110, -89, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -56, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -76, -110, -110, -110, -110, -110, -110, -84, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110
35.13034498270093, 33.37081626274313, 90, -76, -110, -110, -110, -110, -110, -78, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -61, -110, -110, -110, -110, -110, -72, -85, -84, -69, -57, -71, -63, -64, -110, -110, -62, -71, -86, -110, -85, -110, -110, -48, -110, -75, -110, -83, -75, -89, -110, -110, -110, -110, -86, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -79, -69, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -70, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110
35.130181561709946, 33.37094340612199, 270, -78, -110, -110, -110, -110, -110, -75, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -74, -110, -84, -56, -110, -110, -110, -110, -110, -110, -70, -81, -77, -67, -79, -82, -82, -110, -75, -110, -79, -82, -79, -79, -85, -74, -66, -110, -110, -69, -84, -86, -83, -73, -110, -110, -110, -76, -72, -110, -110, -110, -110, -110, -110, -110, -85, -110, -77, -110, -110, -110, -110, -110, -110, -110, -110, -77, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -86, -71, -86, -72, -61, -87, -71, -71, -61, -61, -110, -61, -110, -110, -80, -85, -88, -110, -110, -110, -110, -110, -110, -110, -81, -80, -80, -79, -110, -74, -75, -75, -74, -110, -77, -76, -77, -77, -110, -110, -110, -83, -83, -80, -81, -110, -77, -86, -110, -110, -110, -110, -77, -110, -110, -86, -110, -110, -110, -85, -85, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -84, -110, -110, -110, -110, -75, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -80, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110
35.130166847882805, 33.37105070065528, 90, -110, -110, -110, -110, -110, -110, -84, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -56, -110, -110, -110, -110, -110, -83, -110, -110, -69, -55, -83, -110, -61, -110, -110, -110, -83, -83, -60, -78, -63, -53, -43, -68, -67, -110, -88, -68, -110, -110, -110, -110, -110, -110, -60, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -81, -88, -110, -110, -110, -110, -110, -110, -110, -68, -110, -110, -110, -110, -110, -66, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -68, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110
35.130188596316174, 33.37119564414024, 180, -90.3, -110, -110, -110, -110, -110, -77, -110, -110, -110, -110, -110, -110, -96, -110, -110, -94, -80.7, -110, -110, -80.7, -95.3, -110, -110, -110, -110, -92.7, -85.7, -85, -86, -72.7, -92, -110, -110, -110, -84.7, -110, -92.7, -84, -71.7, -110, -82.7, -78.7, -97.3, -82.7, -82.7, -110, -86, -78.7, -110, -110, -82.7, -96.3, -110, -84.3, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -92.7, -110, -110, -110, -110, -110, -110, -110, -110, -80.7, -88.7, -81.7, -110, -83.7, -78.7, -78.7, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110
35.13019258693546, 33.3710534902876, 180, -77, -110, -110, -110, -110, -110, -66, -110, -110, -110, -110, -110, -110, -90, -110, -110, -89, -69, -110, -110, -57, -88, -110, -110, -110, -110, -86, -72, -63, -75, -48, -83, -110, -110, -110, -69, -110, -85, -72, -42, -110, -69, -78, -110, -72, -66, -110, -75, -51, -110, -110, -69, -63, -110, -78, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -87, -87, -110, -110, -110, -110, -110, -110, -110, -72, -69, -60, -69, -72, -63, -63, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -57, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110, -110
